"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"CTG","Computer Task Group, Incorporated","5.12","$97.5M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ctg",
"SCOR","comScore, Inc.","28.45","$1.11B","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/scor",
"CHCI","Comstock Holding Companies, Inc.","1.73","$5.89M","2004","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/chci",
"CMTL","Comtech Telecommunications Corp.","23.94","$386.92M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/cmtl",
"CNAT","Conatus Pharmaceuticals Inc.","2.68","$55.77M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cnat",
"CNCE","Concert Pharmaceuticals, Inc.","13.63","$302.65M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cnce",
"CXRX","Concordia Healthcare Corp.","26.42","$1.35B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cxrx",
"CCUR","Concurrent Computer Corporation","6.13","$56.44M","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/ccur",
"CDOR","Condor Hospitality Trust, Inc.","2.07","$10.23M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cdor",
"CFMS","ConforMIS, Inc.","12.26","$509.64M","2015","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/cfms",
"CONG","congatec Holding AG","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cong",
"CNFR","Conifer Holdings, Inc.","6.51","$49.77M","2015","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/cnfr",
"CNMD","CONMED Corporation","41.84","$1.16B","1987","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cnmd",
"CTWS","Connecticut Water Service, Inc.","47.73","$535.04M","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/ctws",
"CNOB","ConnectOne Bancorp, Inc.","16.94","$509.75M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cnob",
"CNXR","Connecture, Inc.","2.19","$48.43M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cnxr",
"CONN","Conn&#39;s, Inc.","12.96","$397.33M","2003","Consumer Services","Consumer Electronics/Video Chains","http://www.nasdaq.com/symbol/conn",
"CNSL","Consolidated Communications Holdings, Inc.","23.75","$1.2B","2005","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cnsl",
"CWCO","Consolidated Water Co. Ltd.","13.93","$205.97M","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/cwco",
"CPSS","Consumer Portfolio Services, Inc.","3.77","$94.95M","1992","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/cpss",
"CFRX","ContraFect Corporation","3.51","$96.47M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cfrx",
"CFRXW","ContraFect Corporation","0.44","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cfrxw",
"CTRV","ContraVir Pharmaceuticals Inc","0.96","$26.2M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ctrv",
"CTRL","Control4 Corporation","7.3","$171.14M","2013","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/ctrl",
"CPRT","Copart, Inc.","42.49","$4.76B","1994","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/cprt",
"COYN","COPsync, Inc.","1.75","$15.18M","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/coyn",
"COYNW","COPsync, Inc.","0.49","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/coynw",
"CRBP","Corbus Pharmaceuticals Holdings, Inc.","2.16","$81.23M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/crbp",
"CORT","Corcept Therapeutics Incorporated","4.83","$529.66M","1982","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cort",
"BVA","Cordia Bancorp Inc.","4.01","$27.23M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bva",
"CORE","Core-Mark Holding Company, Inc.","84.38","$1.95B","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/core",
"CORI","Corium International, Inc.","5.2","$115.55M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cori",
"CSOD","Cornerstone OnDemand, Inc.","33.57","$1.84B","2011","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/csod",
"CRVL","CorVel Corp.","45.26","$886.06M","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/crvl",
"CRVS","Corvus Pharmaceuticals, Inc.","12.31","$251.2M","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/crvs",
"COSI","Cosi, Inc.","0.71","$33.95M","2002","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/cosi",
"CSGP","CoStar Group, Inc.","195.2","$6.35B","1998","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/csgp",
"COST","Costco Wholesale Corporation","151.41","$66.47B","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/cost",
"CPAH","CounterPath Corporation","2.3499","$10.67M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cpah",
"ICBK","County Bancorp, Inc.","20.01","$115.79M","2015","n/a","n/a","http://www.nasdaq.com/symbol/icbk",
"CVTI","Covenant Transportation Group, Inc.","20.33","$368.57M","1994","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/cvti",
"COVS","Covisint Corporation","1.82","$73.58M","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/covs",
"COWN","Cowen Group, Inc.","3.51","$375.79M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cown",
"COWNL","Cowen Group, Inc.","25.569","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cownl",
"PMTS","CPI Card Group Inc.","7.86","$443.9M","2015","Finance","Finance Companies","http://www.nasdaq.com/symbol/pmts",
"CPSH","CPS Technologies Corp.","2.24","$29.56M","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cpsh",
"CRAI","CRA International,Inc.","21.68","$193.56M","1998","Miscellaneous","Other Consumer Services","http://www.nasdaq.com/symbol/crai",
"CBRL","Cracker Barrel Old Country Store, Inc.","148.08","$3.55B","1981","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/cbrl",
"BREW","Craft Brew Alliance, Inc.","8.27","$158.61M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/brew",
"CRAY","Cray Inc","38.91","$1.58B","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/cray",
"CACC","Credit Acceptance Corporation","184.93","$3.72B","1992","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/cacc",
"GLDI","Credit Suisse AG","10.8","$146.07M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/gldi",
"CREE","Cree, Inc.","23.57","$2.37B","1993","Technology","Semiconductors","http://www.nasdaq.com/symbol/cree",
"CRESY","Cresud S.A.C.I.F. y A.","10","$495M","1997","Finance","Real Estate","http://www.nasdaq.com/symbol/cresy",
"CRTO","Criteo S.A.","43","$2.69B","2013","Technology","Advertising","http://www.nasdaq.com/symbol/crto",
"CROX","Crocs, Inc.","8.36","$610.36M","2006","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/crox",
"CCRN","Cross Country Healthcare, Inc.","12.25","$399.48M","2001","Technology","Professional Services","http://www.nasdaq.com/symbol/ccrn",
"XRDC","Crossroads Capital, Inc.","2.41","$23.3M","2011","n/a","n/a","http://www.nasdaq.com/symbol/xrdc",
"CRDS","Crossroads Systems, Inc.","0.354","$8.68M","1999","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/crds",
"CRWS","Crown Crafts, Inc.","9.11","$91.07M","n/a","Basic Industries","Textiles","http://www.nasdaq.com/symbol/crws",
"CYRX","CryoPort, Inc.","1.95","$23.87M","n/a","Capital Goods","Containers/Packaging","http://www.nasdaq.com/symbol/cyrx",
"CYRXW","CryoPort, Inc.","0.59","n/a","n/a","Capital Goods","Containers/Packaging","http://www.nasdaq.com/symbol/cyrxw",
"CSGS","CSG Systems International, Inc.","44.27","$1.43B","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/csgs",
"CCLP","CSI Compressco LP","7.93","$263.2M","2011","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/cclp",
"CSPI","CSP Inc.","6.4927","$23.92M","1982","Technology","EDP Services","http://www.nasdaq.com/symbol/cspi",
"CSWI","CSW Industrials, Inc.","32.49","$506.5M","n/a","Basic Industries","Home Furnishings","http://www.nasdaq.com/symbol/cswi",
"CSX","CSX Corporation","26.54","$25.37B","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/csx",
"CTCM","CTC Media, Inc.","2.03","$316.89M","2006","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/ctcm",
"CTIC","CTI BioPharma Corp.","0.4703","$131.95M","1997","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ctic",
"CTIB","CTI Industries Corporation","6.5","$21.91M","1997","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/ctib",
"CTRP","Ctrip.com International, Ltd.","44","$16.75B","2003","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ctrp",
"CUNB","CU Bancorp (CA)","22.37","$389.98M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cunb",
"CUI","CUI Global, Inc.","8.22","$171.62M","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/cui",
"CPIX","Cumberland Pharmaceuticals Inc.","4.76","$77.62M","2009","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cpix",
"CMLS","Cumulus Media Inc.","0.33","$77.36M","1998","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/cmls",
"CRIS","Curis, Inc.","1.92","$247.72M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cris",
"CUTR","Cutera, Inc.","11.49","$149.28M","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cutr",
"CVBF","CVB Financial Corporation","16.84","$1.79B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cvbf",
"CVV","CVD Equipment Corporation","7.74","$47.97M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cvv",
"CYAN","Cyanotech Corporation","4.92","$27.54M","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/cyan",
"CYBR","CyberArk Software Ltd.","41.55","$1.38B","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cybr",
"CYBE","CyberOptics Corporation","17.01","$115.3M","1987","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/cybe",
"CYCC","Cyclacel Pharmaceuticals, Inc.","0.3625","$12.9M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cycc",
"CYCCP","Cyclacel Pharmaceuticals, Inc.","4.65","$1.56M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cyccp",
"CBAY","Cymabay Therapeutics Inc.","2.7","$63.31M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cbay",
"CYNA","Cynapsus Therapeutics Inc.","12.26","$150.91M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cyna",
"CYNO","Cynosure, Inc.","47.02","$1.08B","2005","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cyno",
"CY","Cypress Semiconductor Corporation","9.44","$2.97B","1986","Technology","Semiconductors","http://www.nasdaq.com/symbol/cy",
"CYRN","CYREN Ltd.","1.74","$68.07M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cyrn",
"CONE","CyrusOne Inc","45.36","$3.28B","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cone",
"CYTK","Cytokinetics, Incorporated","8.4","$332.58M","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cytk",
"CTMX","CytomX Therapeutics, Inc.","13.06","$471.18M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ctmx",
"CYTX","Cytori Therapeutics Inc","0.2705","$52.8M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cytx",
"CTSO","Cytosorbents Corporation","4.42","$112.29M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ctso",
"CYTR","CytRx Corporation","3.3","$219.38M","1986","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cytr",
"DJCO","Daily Journal Corp. (S.C.)","195.29","$269.65M","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/djco",
"DAKT","Daktronics, Inc.","8.37","$368.1M","1994","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/dakt",
"DAIO","Data I/O Corporation","2.48","$19.61M","1981","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/daio",
"DTLK","Datalink Corporation","7.98","$175.1M","1999","Technology","EDP Services","http://www.nasdaq.com/symbol/dtlk",
"DRAM","Dataram Corporation","0.59","$2.85M","n/a","Technology","Electronic Components","http://www.nasdaq.com/symbol/dram",
"DWCH","Datawatch Corporation","5.4","$63.39M","1992","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/dwch",
"PLAY","Dave & Buster&#39;s Entertainment, Inc.","38.91","$1.62B","2014","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/play",
"DTEA","DAVIDsTEA Inc.","11.7","$282.58M","2015","Consumer Non-Durables","Food Chains","http://www.nasdaq.com/symbol/dtea",
"DWSN","Dawson Geophysical Company","5.02","$108.58M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dwsn",
"DBVT","DBV Technologies S.A.","33.4","$1.62B","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/dbvt",
"DHRM","Dehaier Medical Systems Limited","1.78","$10.41M","2010","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dhrm",
"DFRG","Del Frisco&#39;s Restaurant Group, Inc.","16.1","$378.66M","2012","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/dfrg",
"TACO","Del Taco Restaurants, Inc.","9.47","$367.46M","2014","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/taco",
"TACOW","Del Taco Restaurants, Inc.","2.08","n/a","2014","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/tacow",
"DCTH","Delcath Systems, Inc.","0.32","$7.69M","2000","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dcth",
"DGAS","Delta Natural Gas Company, Inc.","25.64","$181.39M","1981","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/dgas",
"DELT","Delta Technology Holdings Limited","0.91","$8.71M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/delt",
"DELTW","Delta Technology Holdings Limited","0.021","n/a","2013","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/deltw",
"DENN","Denny&#39;s Corporation","10.49","$807.82M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/denn",
"XRAY","DENTSPLY SIRONA Inc.","59.97","$8.4B","1987","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/xray",
"DEPO","Depomed, Inc.","16.8","$1.02B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/depo",
"DSCI","Derma Sciences, Inc.","3.25","$84.13M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dsci",
"DERM","Dermira, Inc.","25.35","$759.81M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/derm",
"DEST","Destination Maternity Corporation","7.11","$99.41M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/dest",
"DXLG","Destination XL Group, Inc.","5.34","$271.44M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/dxlg",
"DSWL","Deswell Industries, Inc.","1.63","$26.17M","1995","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/dswl",
"DTRM","Determine, Inc. ","1.44","$16.12M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/dtrm",
"DXCM","DexCom, Inc.","63.08","$5.26B","2005","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dxcm",
"DHXM","DHX Media Ltd.","5.9","$183.59M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dhxm",
"DHIL","Diamond Hill Investment Group, Inc.","175.64","$598.97M","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/dhil",
"FANG","Diamondback Energy, Inc.","84.9","$6.06B","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/fang",
"DCIX","Diana Containerships Inc.","0.93","$68.72M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/dcix",
"DRNA","Dicerna Pharmaceuticals, Inc.","4.48","$92.5M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/drna",
"DFBG","Differential Brands Group Inc.","4.51","$55.94M","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/dfbg",
"DGII","Digi International Inc.","10.52","$271.47M","1989","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/dgii",
"DMRC","Digimarc Corporation","29.88","$271.33M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/dmrc",
"DRAD","Digirad Corporation","5.31","$103.26M","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/drad",
"DGLY","Digital Ally, Inc.","4.33","$22.73M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/dgly",
"APPS","Digital Turbine, Inc.","0.81","$53.52M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/apps",
"DCOM","Dime Community Bancshares, Inc.","17.84","$666.72M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/dcom",
